$contributor.employer.matched
                                             (Intercept) cycle2020    cycle2024
EMBARCADERO TECHNOLOGIES INC                        -0.02536753
EMC CORP                                            -0.02536753
EMCORE CORP                                         -0.02536753
eMedia Group Inc.                                   -0.02536753
EMR Technology Solutions, Inc.                      -0.02536753
EMS TECHNOLOGIES INC                                -0.02536753
Endava plc                                          -0.02536753
Energous Corp                                       -0.02536753
ENERNOC INC                                         -0.02536753
Enfusion, Inc.                                      -0.02536753
EngageSmart, Inc.                                   -0.02536753
ENOVA SYSTEMS INC                                   -0.02536753
Enphase Energy, Inc.                                -0.02536753
ENTERPRISE ELECTRONICS CORP                         -0.02536753
ENTERPRISE ENERGY, INC.                             -0.02536753
ENTERWORKS INC                                      -0.02536753
ENTRATA, INC.                                       -0.02536753
ENTRUST INC                                         -0.02536753
ENTWISTLE CO                                        -0.02536753
ENVIVIO INC                                         -0.02536753
EPAM Systems, Inc.                                  -0.02536753
Epazz Inc                                           -0.02536753
EPIC RESEARCH CO INC                                -0.02536753
EPICOR SOFTWARE CORP                                -0.02536753
Epicor, Inc.                                        -0.02536753
EPIQ SYSTEMS INC                                    -0.02536753
ESCO TECHNOLOGIES INC                               -0.02536753
ESIM LTD                                            -0.02536753
ESL Ltd                                             -0.02536753
ESOFT INC                                           -0.02536753
ESPEY MFG & ELECTRONICS CORP                        -0.02536753
ESS TECHNOLOGY INC                                  -0.02536753
ETOTALSOURCE INC                                    -0.02536753
